has_title,has_submit,has_link,has_email_input,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_div,has_footer,number_of_forms,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,number_of_sources,number_of_span,number_of_table,RequestURL,AnchorURL,Favicon,LinksInScriptTags,ServerFormHandler,InfoEmail,has_mouse_tracking,has_keyboard_monitoring,has_popups,number_of_hidden_element,page_redirect,form_redirect_behavior,external_form_action,password_type_count,password_name_id_count,hidden_password_count,form_with_password,clipboard_monitoring,form_data_collection,cookie_manipulation,UsingIp,longUrl,shortUrl,symbol,redirecting,prefixSuffix,SubDomains,Hppts,DomainRegLen,NonStdPort,HTTPSDomainURL,AbnormalURL,WebsiteForwarding,StatusBarCust,DisableRightClick,UsingPopupWindow,IframeRedirection,AgeofDomain,DNSRecording,WebsiteTraffic,PageRank,GoogleIndex,LinksPointingToPage,StatsReport,URL,label
1,0,1,0,1,1,0,0,0,0,2,2,11,0,1,0,210,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,https://cloud-ed980.firebaseapp.com/,1
1,0,1,0,2,1,7,0,0,2,0,5,22,1,0,0,1069,0,2,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://el-bosque-ad026.web.app/,1
1,0,1,0,2,1,7,0,0,2,0,5,22,1,0,0,1069,0,2,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://el-bosque-ad026.firebaseapp.com/,1
1,0,0,0,0,3,2,0,3,2,3,2,24,1,0,0,550,0,7,40,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://www.ing-esp-appmovil.com/,1
1,0,0,0,0,3,2,0,3,2,3,2,29,1,0,0,565,0,7,40,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://www.ingdirect-es-appmovil.com/,1
1,0,0,0,0,3,2,0,3,2,3,2,23,1,0,0,547,0,7,40,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://www.ingmovil-es-app.com/,1
1,0,0,0,0,3,2,0,3,2,3,2,24,1,0,0,550,0,7,40,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://www.ing-web-usuarios.com,1
1,0,0,0,0,3,2,0,3,2,3,2,24,1,0,0,550,0,7,40,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://www.ing-esp-appmovil.COM,1
1,0,0,0,0,3,2,0,3,2,3,2,29,1,0,0,565,0,7,40,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://www.ingdirect-es-appmovil.com,1
1,0,1,0,0,0,1,0,3,2,2,0,14,1,1,0,330,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://f19dec7.web.app/,1
1,0,1,0,0,0,1,0,3,2,2,0,14,1,1,0,330,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://f19dec7.firebaseapp.com/,1
1,0,1,0,0,0,1,0,3,2,2,0,14,1,1,0,330,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://feedback-client-issue.web.app/,1
1,0,0,0,0,3,2,0,3,2,3,2,28,1,0,0,562,0,7,40,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://www.appcliente-ingdirect.com/,1
1,0,1,0,0,0,1,0,3,2,2,0,14,1,1,0,330,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://feedback-client-issue.firebaseapp.com/,1
1,0,1,0,0,0,0,0,0,0,0,1,21,0,0,0,67,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://israelpost-services.web.app/,1
1,0,1,0,0,0,0,0,0,0,0,1,21,0,0,0,67,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://israelpost-services.firebaseapp.com/,1
1,0,1,1,2,1,3,0,0,0,0,1,5,0,0,0,104,0,0,10,0,1,0,0,1,4,0,0,2,0,0,0,0,0,1,0,0,0,0,11,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://lusheart.web.app/,1
1,0,0,0,0,3,2,0,3,2,3,2,23,1,0,0,547,0,7,40,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://www.ing-appmovil-es.com/,1
1,0,1,1,2,1,3,0,0,0,0,1,5,0,0,0,104,0,0,10,0,1,0,0,1,4,0,0,2,0,0,0,0,0,1,0,0,0,0,11,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://lusheart.firebaseapp.com/,1
1,0,0,0,0,3,2,0,3,2,3,2,23,1,0,0,547,0,7,40,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://www.ing-appmovil-es.COM,1
1,0,1,0,0,0,1,0,3,2,2,0,14,1,1,0,330,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://marketx-ba8d2.web.app/,1
1,0,1,0,0,0,1,0,3,2,2,0,14,1,1,0,330,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://marketx-ca476.web.app/,1
1,0,1,0,0,1,2,0,0,0,0,3,31,1,0,0,194,0,0,5,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://matter-activity-kr-feedback.web.app/,1
1,0,1,0,0,1,2,0,0,0,0,5,31,1,0,0,194,0,0,5,0,0,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://matter-activity-kr-feedback.firebaseapp.com/,1
1,0,1,0,0,0,0,0,0,0,0,2,23,0,0,0,147,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://meeting-bonus.firebaseapp.com/,1
1,0,1,0,0,0,1,0,3,2,2,0,14,1,1,0,330,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://requestreview-kr-info.web.app/,1
1,0,1,0,0,0,1,0,3,2,2,0,14,1,1,0,330,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://pamevanue.web.app/,1
1,0,1,0,0,0,1,0,3,2,2,0,14,1,1,0,330,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://thaisector-appealformlogin.firebaseapp.com/,1
1,0,1,0,0,0,1,0,3,2,2,0,14,1,1,0,330,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://salumhanic.web.app/,1
1,0,1,0,0,0,1,0,3,2,2,0,14,1,1,0,330,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://smartprowallet.web.app/,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://fixing-dgj.pages.dev/dev/,1
1,0,1,0,0,1,0,0,0,1,3,3,32,1,1,0,807,1,1,12,0,0,0,0,0,5,0,0,9,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://apple.coxzyle.com∕qjptooqh∕csnmu∕rcoozcacte@nddmukby.𝕜𝕤𝕠𝕪𝕨.cn/caonima=zqahtozrsh.co.jp/,1
1,0,1,1,1,2,13,0,10,99,54,19,7,0,0,0,636,0,99,316,0,0,0,1,0,11,0,0,25,0,0,0,0,0,1,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,http://lucian-veres.systeme.io/proxy/request/38346738cab8feca1e72175a8a82564bb64f3,1
1,0,1,0,0,1,0,0,0,1,3,3,32,1,1,0,807,1,1,12,0,0,0,0,0,5,0,0,9,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://apple.cobvdblcztr.com∕kkluvhrw∕vpdkqlo∕urmorcj@finzesf.𝕜𝕤𝕠𝕪𝕨.cn/caonima=bozci.co.jp/,1
1,0,1,0,4,28,119,0,220,306,458,12,83,1,1,1,50122,17,306,1103,1,1,0,0,0,30,1,2,493,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://upsdelivery-checkout.com/,1
1,0,1,0,0,1,0,0,0,1,3,3,32,1,1,0,807,1,1,12,0,0,0,0,0,5,0,0,9,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://americanexpressvfemklm.com∕eqnsmp∕dscxgjkpvr∕sugaur@olosuxfp.𝕘𝕪𝕝𝕞𝕨.cn/caonima=jfjqxgriv.co.jp/,1
1,0,0,0,0,0,0,0,0,2,0,10,18,1,0,0,145,0,2,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://allegrolokalnie.pl-oferta76256.top/,1
1,0,1,0,1,5,1,0,31,43,16,5,66,0,0,1,9167,0,43,242,1,0,0,1,0,23,0,0,8,0,0,0,0,0,1,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://binance.support093.com/,1
1,0,1,0,0,0,6,0,1,5,0,18,21,0,1,0,403,0,5,26,1,0,0,0,0,21,1,1,3,0,0,0,0,0,1,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://dbs.mastervip.com.tw/,1
1,0,1,0,0,1,0,0,0,1,3,3,32,1,1,0,807,1,1,12,0,0,0,0,0,5,0,0,9,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://americanexpressfkhsvtgbiw.com∕dkeaogdvdt∕jtxynfaq∕hqjtarn@ctkdouepns.𝕘𝕪𝕝𝕞𝕨.cn/caonima=hbtcdpbov.co.jp/,1
1,0,1,0,0,1,0,0,0,1,3,3,32,1,1,0,807,1,1,12,0,0,0,0,0,5,0,0,9,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://apple.covhwkm.com∕jvldkk∕jsihuj∕fieloayvcn@xldqxwdmew.𝕜𝕤𝕠𝕪𝕨.cn/caonima=ymjxvsdzou.co.jp/,1
1,0,0,0,0,3,2,0,1,0,3,2,13,1,0,0,228,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://estafetatg.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,13,1,0,0,228,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://estafetama.cc/,1
1,0,0,0,1,3,0,0,0,5,11,2,6,1,0,0,6094,0,5,16,0,0,0,0,0,5,0,0,14,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://forum.baklava.space/,1
1,0,0,0,0,3,2,0,1,0,3,2,14,1,0,0,232,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://estafetay.shop/,1
1,0,0,0,0,3,2,0,1,0,3,2,15,1,0,0,236,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://correos-gol.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,13,1,0,0,228,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://happlycqf.cfd/,1
1,0,0,0,0,3,2,0,1,0,3,2,12,1,0,0,224,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://fedexinc.vip/,1
1,0,0,0,0,3,2,0,1,0,3,2,12,1,0,0,224,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://happlycx.cfd/,1
1,0,0,0,0,3,2,0,1,0,3,2,12,1,0,0,224,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://help-vck.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,12,1,0,0,224,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://help-vct.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,12,1,0,0,224,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://help-vcy.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,12,1,0,0,224,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://help-vcw.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,12,1,0,0,224,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://help-vcz.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,16,1,0,0,240,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://evri.com.u61.xyz/,1
1,0,0,0,0,3,2,0,1,0,3,2,16,1,0,0,240,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://mxpisoschat.shop/,1
1,0,0,0,0,3,2,0,1,0,3,2,21,1,0,0,260,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://royalmail.com.h69.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,17,1,0,0,244,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-gklz.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,17,1,0,0,244,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-jkda.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,17,1,0,0,244,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-jkdu.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,17,1,0,0,244,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-ldsw.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,17,1,0,0,244,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-ldsi.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,27,1,0,0,284,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-tracking-helpia.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,27,1,0,0,284,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-tracking-helpoa.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,27,1,0,0,284,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-tracking-helpoz.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,27,1,0,0,284,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-tracking-helpsb.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,27,1,0,0,284,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-tracking-helpsa.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,27,1,0,0,284,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-tracking-helpsg.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,27,1,0,0,284,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-tracking-helpsn.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,27,1,0,0,284,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-tracking-helpsy.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,27,1,0,0,284,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-tracking-helpsf.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,27,1,0,0,284,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://usps.com-tracking-helpsk.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,12,1,0,0,224,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://uspsdasr.com/,1
1,0,0,0,0,3,2,0,1,0,3,2,12,1,0,0,224,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://uspsdbsr.com/,1
1,0,0,0,0,3,2,0,1,0,3,2,11,1,0,0,220,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://uspsvfr.com/,1
1,0,1,0,0,1,0,0,0,1,3,3,32,1,1,0,809,1,1,12,0,0,0,0,0,5,0,0,9,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://mastercard.cohcubwkmbl.com∕rkdqmxflhy∕ejsfucctn∕wmgbizxkt@jzkpslew.𝕤𝕔𝕤𝕝𝕣𝕩𝕥.cn/caonima=bschzd.co.jp/,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://amazon.cotbfzb.com∕qbfrsffx∕uqcof∕jlqwwjvq@xcvqpicxkk.𝕦𝕒𝕞𝕗𝕔.cn/caonima=kzjiaqlk.co.jp/,1
